Host_OS,Platform,Isolation_Type,Test_Type,Metric,Unit,n,mean,median,stdev,cv_pct,min,max,overhead_pct_vs_baremetal,efficiency_ratio_pct,n_trimmed,trimmed_mean,trimmed_median,trimmed_stdev,trimmed_cv_pct,trimmed_overhead_pct,trimmed_efficiency_ratio_pct,iqr_outliers
Windows Server 2025,Hyper-V,VM,fio,mixed_70_30_read_clat_mean_us,us,10,207.16,206.8085,2.439,1.18,203.754,211.261,-2.82,97.18,8,207.0731,206.8085,1.892,0.91,-2.85,97.15,0
Windows Server 2025,Hyper-V,VM,fio,mixed_70_30_read_clat_p99_9_us,us,10,2182.3488,2179.072,24.1784,1.11,2146.304,2244.608,-1.33,98.67,8,2179.072,2179.072,0.0,0.0,-0.33,99.67,2
Windows Server 2025,Hyper-V,VM,fio,mixed_70_30_read_clat_p99_us,us,10,586.5472,577.536,39.4673,6.73,552.96,684.032,-6.85,93.15,8,578.56,577.536,20.2742,3.5,-7.14,92.86,1
Windows Server 2025,Hyper-V,VM,fio,mixed_70_30_read_iops,iops,10,4081.71,4096.89,48.8907,1.2,4007.18,4151.51,-3.09,103.09,8,4082.3012,4096.89,39.7908,0.97,-3.1,103.1,0
Windows Server 2025,Hyper-V,VM,fio,mixed_70_30_write_bw,MB/s,10,6.842,6.865,0.0819,1.2,6.72,6.96,-3.03,103.03,8,6.8425,6.865,0.0671,0.98,-3.03,103.03,0
Windows Server 2025,Hyper-V,VM,fio,mixed_70_30_write_clat_mean_us,us,10,85.0647,85.035,1.4009,1.65,83.482,87.849,-4.18,95.82,8,84.9145,85.035,1.016,1.2,-4.14,95.86,0
Windows Server 2025,Hyper-V,VM,fio,mixed_70_30_write_clat_p99_9_us,us,10,290.816,266.24,83.7763,28.81,250.88,528.384,-30.84,69.16,8,266.112,266.24,5.9819,2.25,-18.05,81.95,1
Windows Server 2025,Hyper-V,VM,fio,mixed_70_30_write_clat_p99_us,us,10,129.024,126.464,5.6912,4.41,126.464,144.384,-12.78,87.22,8,127.424,126.464,2.0192,1.58,-12.85,87.15,2
Windows Server 2025,Hyper-V,VM,fio,mixed_70_30_write_iops,iops,10,1751.68,1758.22,20.7096,1.18,1720.67,1781.74,-3.04,103.04,8,1751.7987,1758.22,16.8804,0.96,-3.04,103.04,0
Windows Server 2025,Hyper-V,VM,fio,rand_4k_read_bw,MB/s,10,12.566,12.535,0.1243,0.99,12.43,12.79,-2.5,102.5,8,12.555,12.535,0.0996,0.79,-2.41,102.41,0
Windows Server 2025,Hyper-V,VM,fio,rand_4k_read_clat_mean_us,us,10,223.967,223.338,2.302,1.03,221.573,227.446,-2.04,97.96,8,223.8314,223.338,2.0602,0.92,-2.12,97.88,0
